mode,scale_family,composition_type,time_step,time_sec,spectral_centroid,rms_energy,spectral_centroid_norm,rms_energy_norm,spectral_centroid_smooth,rms_energy_smooth,spectral_centroid_smooth_norm,rms_energy_smooth_norm
pelog_melodic,Pelog,Melodic,177,8.219864,692.429681,0.012769,0.096300,0.380810,728.848985,0.019330,0.109998,0.576481
pelog_melodic,Pelog,Melodic,178,8.266304,1084.448748,0.020237,0.243748,0.603547,694.836556,0.019276,0.097205,0.574865
pelog_melodic,Pelog,Melodic,179,8.312744,561.558908,0.023985,0.047076,0.715309,707.229577,0.019028,0.101867,0.567485
pelog_melodic,Pelog,Melodic,180,8.359184,510.364260,0.020513,0.027821,0.611759,724.063597,0.019175,0.108198,0.571877
pelog_melodic,Pelog,Melodic,181,8.405624,491.801448,0.016560,0.020839,0.493871,723.887684,0.019600,0.108132,0.584549
pelog_melodic,Pelog,Melodic,182,8.452063,489.546733,0.013808,0.019991,0.411803,723.066151,0.019919,0.107823,0.594043
pelog_melodic,Pelog,Melodic,183,8.498503,1398.844162,0.018936,0.362001,0.564726,685.061380,0.019903,0.093529,0.593583
pelog_melodic,Pelog,Melodic,184,8.544943,723.413618,0.025668,0.107954,0.765494,662.353099,0.019537,0.084988,0.582668
pelog_melodic,Pelog,Melodic,185,8.591383,561.703550,0.024715,0.047131,0.737070,696.524869,0.019475,0.097840,0.580807
pelog_melodic,Pelog,Melodic,186,8.637823,506.797295,0.019890,0.026479,0.593191,699.301217,0.019874,0.098885,0.592703
pelog_melodic,Pelog,Melodic,187,8.684263,514.148173,0.016697,0.029244,0.497962,698.145178,0.020324,0.098450,0.606134
pelog_melodic,Pelog,Melodic,188,8.730703,879.611110,0.017281,0.166704,0.515374,689.422217,0.020593,0.095169,0.614139
pelog_melodic,Pelog,Melodic,189,8.777143,892.621331,0.024198,0.171597,0.721660,662.202739,0.020328,0.084931,0.606250
pelog_melodic,Pelog,Melodic,190,8.823583,535.409023,0.026525,0.037241,0.791063,689.103382,0.020028,0.095049,0.597295
