time_step,time_beats,pitch_center_mass,velocity_mean,note_density,pitch_variance,pitch_center_mass_smoothed,pitch_center_mass_derivative
235,117.500000,67.773364,85.600000,5,160.160000,66.847382,-0.337239
236,118.000000,67.587007,86.200000,5,154.640000,66.625918,-0.081759
237,118.500000,65.933535,82.750000,4,176.187500,66.683864,-0.311363
238,119.000000,65.754601,81.500000,4,176.187500,66.003191,-0.618037
239,119.500000,66.370813,83.600000,5,143.840000,65.447790,-0.402476
240,120.000000,64.370000,83.333333,6,111.250000,65.198239,-0.232272
241,120.500000,64.810000,85.714286,7,97.836735,64.983245,-0.142207
242,121.000000,64.685780,87.200000,5,130.160000,64.913826,-0.001757
243,121.500000,64.679634,87.400000,5,130.160000,64.979732,0.016188
244,122.000000,66.023715,84.333333,6,129.555556,64.946203,-0.004973
245,122.500000,64.699531,85.200000,5,141.360000,64.969786,0.032641
246,123.000000,64.642353,85.000000,5,141.360000,65.011484,-0.083549
247,123.500000,64.803695,86.600000,5,141.360000,64.802687,-0.082648
248,124.000000,64.888128,87.600000,5,141.360000,64.846189,0.035582
249,124.500000,64.979730,88.800000,5,141.360000,64.873851,-0.086598
250,125.000000,64.917040,89.200000,5,141.360000,64.672994,-0.199092
251,125.500000,64.780660,84.800000,5,141.360000,64.475667,-0.236880
252,126.000000,63.799410,84.750000,4,168.250000,64.199233,-0.295556
253,126.500000,63.901493,83.750000,4,177.187500,63.884555,-0.114541
254,127.000000,63.597561,82.000000,4,177.187500,63.970150,0.191393
255,127.500000,63.343653,80.750000,4,177.187500,64.267342,0.272039
256,128.000000,65.208633,83.400000,5,177.760000,64.514228,0.271511
257,128.500000,65.285372,83.400000,5,177.760000,64.810364,0.322036
258,129.000000,65.135922,82.400000,5,177.760000,65.158300,0.055821
259,129.500000,65.078240,81.800000,5,177.760000,64.922005,-0.253667
260,130.000000,65.083333,81.600000,5,177.760000,64.650966,-0.168515
261,130.500000,64.027160,81.000000,5,148.000000,64.584976,-0.204623
262,131.000000,63.930175,80.200000,5,148.000000,64.241720,-0.331337
263,131.500000,64.805970,80.400000,5,177.760000,63.922301,-0.193845
264,132.000000,63.361963,81.500000,4,180.000000,63.854029,-0.074860
265,132.500000,63.486239,81.750000,4,180.000000,63.772582,-0.306717
266,133.000000,63.685801,82.750000,4,180.000000,63.240596,-0.400942
267,133.500000,63.522936,81.750000,4,180.000000,62.970697,-0.148512
268,134.000000,62.146040,80.800000,5,151.840000,62.943571,-0.048504
269,134.500000,62.012469,80.200000,5,151.840000,62.873689,-0.069026
270,135.000000,63.350610,82.000000,4,183.187500,62.805520,0.115369
271,135.500000,63.336391,81.750000,4,183.187500,63.104428,0.294549
272,136.000000,63.182090,83.750000,4,183.187500,63.394617,0.136610
273,136.500000,63.640580,86.250000,4,183.187500,63.377648,-0.014483
274,137.000000,63.463415,90.200000,5,127.840000,63.365651,-0.008793
275,137.500000,63.265766,88.800000,5,127.840000,63.360061,-0.059696
276,138.000000,63.276404,89.000000,5,127.840000,63.246259,0.039039
277,138.500000,63.154143,86.500000,6,132.222222,63.438140,0.236104
278,139.000000,63.071567,86.166667,6,132.222222,63.718468,0.128365
279,139.500000,64.422819,89.400000,5,149.040000,63.694870,-0.106834
280,140.000000,64.667406,90.200000,5,141.360000,63.504800,-0.051049
281,140.500000,63.158416,84.166667,6,126.250000,63.592772,-0.046159
282,141.000000,62.203791,84.400000,5,141.360000,63.412482,-0.199379
283,141.500000,63.511429,87.500000,4,171.187500,63.194015,-0.066601
284,142.000000,63.521368,87.750000,4,171.187500,63.279281,0.181690
285,142.500000,63.575071,88.250000,4,171.187500,63.557396,0.115033
286,143.000000,63.584746,88.500000,4,171.187500,63.509347,-0.057979
287,143.500000,63.594366,88.750000,4,171.187500,63.441437,-0.078997
288,144.000000,63.271186,88.500000,4,180.000000,63.351352,-0.091052
289,144.500000,63.181818,88.000000,4,180.000000,63.259333,-0.099781
290,145.000000,63.124646,88.250000,4,180.000000,63.151791,-0.076382
291,145.500000,63.124646,88.250000,4,180.000000,63.106568,-0.045326
292,146.000000,63.056657,88.250000,4,180.000000,63.061139,-0.041959
293,146.500000,63.045070,88.750000,4,180.000000,63.022650,-0.029462
294,147.000000,62.954674,88.250000,4,180.000000,63.002215,-0.026053
295,147.500000,62.932203,88.500000,4,180.000000,62.970545,-0.025976
296,148.000000,63.022472,89.000000,4,180.000000,62.950263,-0.010103
297,148.500000,62.898305,88.500000,4,180.000000,62.950340,-0.025182
298,149.000000,62.943662,88.750000,4,180.000000,62.899899,-0.026039
299,149.500000,62.955056,89.000000,4,180.000000,62.898262,-0.012614
300,150.000000,62.680000,87.500000,4,180.000000,62.874670,-0.017145
301,150.500000,63.014286,87.500000,4,189.187500,62.863972,0.081904
302,151.000000,62.780347,86.500000,4,189.187500,63.038478,0.180377
